county_id,No. of Planned Parenthood clinics,No. of federally qualified health centers,No. of female contraceptive clients served at Planned Parenthood clinics,No. of female contraceptive clients served at federally qualified health centers,No. of female contraceptive clients served at health department clinics,No. of female contraceptive clients served at hospital-based clinics,No. of female contraceptive clients served at other clinics,No. of health department clinics,No. of hospital-based clinics,No. of other clinics,Total no. of female contraceptive clients served at publicly funded clinics,"Total no. of female contraceptive clients served at publicly funded clinics, younger than 20",Total no. of women aged 13-44 with potential demand for contraceptive services and supplies,Total no. of women aged 20-44 with potential demand for contraceptive services and supplies,Total publicly funded clinics
48425,,,,,,,,,,,,,970.0,830.0,
48427,,,,,,,,,,,,,8020.0,6850.0,
48429,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,830.0,710.0,1.0
48431,,,,,,,,,,,,,130.0,110.0,
48433,,,,,,,,,,,,,120.0,100.0,
48435,,,,,,,,,,,,,380.0,320.0,
48437,,,,,,,,,,,,,660.0,550.0,
48439,5.0,1.0,14310.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,16060.0,2530.0,270560.0,239600.0,6.0
48441,0.0,1.0,0.0,80.0,690.0,0.0,0.0,1.0,0.0,0.0,780.0,100.0,19080.0,16740.0,2.0
48443,,,,,,,,,,,,,60.0,60.0,
48445,0.0,0.0,0.0,0.0,210.0,0.0,0.0,1.0,0.0,0.0,210.0,60.0,1180.0,1000.0,1.0
48447,,,,,,,,,,,,,130.0,110.0,
48449,0.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,1.0,0.0,2160.0,490.0,3820.0,3270.0,1.0
48451,0.0,2.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,15340.0,13510.0,2.0
48453,3.0,17.0,15320.0,10010.0,0.0,0.0,750.0,0.0,0.0,1.0,26080.0,4330.0,181490.0,166040.0,21.0
48455,,,,,,,,,,,,,1330.0,1150.0,
48457,,,,,,,,,,,,,1690.0,1440.0,
48459,0.0,1.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,20.0,4350.0,3790.0,1.0
48461,,,,,,,,,,,,,370.0,320.0,
48463,0.0,1.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,3220.0,2780.0,1.0
48465,0.0,2.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,5750.0,5000.0,2.0
48467,,,,,,,,,,,,,5210.0,4380.0,
48469,,,,,,,,,,,,,11290.0,9900.0,
48471,,,,,,,,,,,,,9470.0,8320.0,
48473,0.0,3.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,7310.0,6070.0,3.0
48475,,,,,,,,,,,,,1230.0,1070.0,
48477,,,,,,,,,,,,,3800.0,3180.0,
48479,0.0,2.0,0.0,750.0,1050.0,0.0,730.0,1.0,0.0,1.0,2530.0,350.0,35390.0,30510.0,4.0
48481,,,,,,,,,,,,,4670.0,4030.0,
48483,,,,,,,,,,,,,530.0,460.0,
48485,0.0,2.0,0.0,340.0,0.0,0.0,1610.0,0.0,0.0,1.0,1950.0,510.0,15720.0,13810.0,3.0
48487,,,,,,,,,,,,,1470.0,1300.0,
48489,0.0,1.0,0.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.0,390.0,2300.0,2000.0,1.0
48491,0.0,4.0,0.0,2820.0,0.0,0.0,0.0,0.0,0.0,0.0,2820.0,0.0,69310.0,61480.0,4.0
48493,0.0,1.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,5210.0,4460.0,1.0
48495,,,,,,,,,,,,,850.0,720.0,
48497,,,,,,,,,,,,,7110.0,6140.0,
48499,,,,,,,,,,,,,3700.0,3120.0,
48501,0.0,0.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,0.0,170.0,20.0,890.0,750.0,1.0
48503,,,,,,,,,,,,,1730.0,1480.0,
48505,0.0,1.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,60.0,1760.0,1510.0,1.0
48507,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1300.0,1110.0,1.0
49001,,,,,,,,,,,,,640.0,530.0,
49003,0.0,3.0,0.0,950.0,330.0,0.0,0.0,1.0,0.0,0.0,1290.0,230.0,6340.0,5420.0,4.0
49005,1.0,1.0,1490.0,100.0,240.0,0.0,0.0,1.0,0.0,0.0,1830.0,580.0,19730.0,17090.0,3.0
49007,1.0,2.0,270.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,330.0,80.0,2400.0,2060.0,4.0
49009,,,,,,,,,,,,,80.0,70.0,
49011,0.0,1.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,50.0,45870.0,40060.0,1.0
49013,,,,,,,,,,,,,2320.0,1970.0,
49015,0.0,1.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,1050.0,870.0,2.0
49017,0.0,1.0,0.0,40.0,0.0,0.0,280.0,0.0,0.0,3.0,0.0,0.0,430.0,360.0,4.0
49019,0.0,0.0,0.0,0.0,20.0,0.0,250.0,1.0,0.0,2.0,270.0,70.0,1000.0,890.0,3.0
49021,0.0,2.0,0.0,190.0,40.0,0.0,0.0,1.0,0.0,0.0,230.0,30.0,7110.0,6090.0,3.0
49023,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,20.0,10.0,1320.0,1110.0,1.0
49025,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,650.0,550.0,1.0
49027,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,30.0,10.0,1190.0,980.0,2.0
49029,,,,,,,,,,,,,1270.0,1040.0,
49031,,,,,,,,,,,,,110.0,90.0,
49033,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,220.0,180.0,1.0
49035,4.0,9.0,20360.0,2030.0,0.0,1090.0,0.0,0.0,2.0,0.0,23480.0,5530.0,158720.0,142010.0,15.0
49037,0.0,4.0,0.0,370.0,0.0,260.0,0.0,0.0,2.0,0.0,630.0,110.0,1850.0,1540.0,6.0
49039,1.0,0.0,40.0,0.0,100.0,0.0,5180.0,2.0,0.0,3.0,5320.0,910.0,3620.0,2890.0,6.0
49041,0.0,0.0,0.0,0.0,210.0,0.0,0.0,1.0,0.0,0.0,210.0,80.0,2170.0,1810.0,1.0
49043,0.0,0.0,0.0,0.0,560.0,0.0,0.0,3.0,0.0,0.0,560.0,30.0,4490.0,3850.0,3.0
49045,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,20.0,10.0,8450.0,7220.0,1.0
49047,0.0,1.0,0.0,120.0,0.0,0.0,110.0,0.0,0.0,1.0,240.0,40.0,4600.0,4030.0,2.0
49049,1.0,3.0,3260.0,590.0,380.0,0.0,0.0,1.0,0.0,0.0,4230.0,1210.0,92440.0,79760.0,5.0
49051,1.0,0.0,220.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,280.0,120.0,3650.0,3120.0,2.0
49053,1.0,4.0,1890.0,300.0,330.0,0.0,10.0,1.0,0.0,1.0,2530.0,730.0,17870.0,15350.0,7.0
49055,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,240.0,190.0,1.0
49057,1.0,4.0,3220.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,1380.0,33160.0,29250.0,5.0
50001,1.0,2.0,640.0,170.0,0.0,0.0,30.0,0.0,0.0,1.0,850.0,190.0,4070.0,3370.0,4.0
50003,1.0,1.0,450.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,100.0,3760.0,3190.0,2.0
50005,1.0,4.0,390.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,150.0,3070.0,2600.0,5.0
50007,2.0,4.0,4750.0,700.0,0.0,580.0,0.0,0.0,1.0,0.0,6030.0,1010.0,23920.0,20730.0,7.0
50009,0.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,560.0,490.0,2.0
5001,0.0,0.0,0.0,0.0,580.0,0.0,0.0,2.0,0.0,0.0,580.0,130.0,1890.0,1650.0,2.0
50011,1.0,5.0,710.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,250.0,5750.0,5020.0,6.0
50013,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,690.0,600.0,1.0
50015,1.0,2.0,480.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,200.0,2850.0,2460.0,3.0
50017,0.0,4.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,100.0,2970.0,2570.0,4.0
50019,1.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,130.0,2560.0,2190.0,1.0
50021,1.0,4.0,1500.0,480.0,0.0,0.0,160.0,0.0,0.0,1.0,2150.0,470.0,6210.0,5310.0,6.0
50023,1.0,2.0,1380.0,390.0,0.0,0.0,160.0,0.0,0.0,1.0,1940.0,390.0,6510.0,5700.0,4.0
50025,1.0,2.0,970.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0,260.0,4170.0,3610.0,3.0
50027,1.0,6.0,1280.0,1030.0,0.0,0.0,160.0,0.0,0.0,1.0,2470.0,490.0,5560.0,4870.0,8.0
5003,0.0,2.0,0.0,50.0,630.0,0.0,0.0,2.0,0.0,0.0,680.0,150.0,2040.0,1740.0,4.0
5005,0.0,0.0,0.0,0.0,520.0,0.0,0.0,1.0,0.0,0.0,520.0,100.0,3420.0,2990.0,1.0
5007,0.0,2.0,0.0,370.0,1620.0,0.0,0.0,2.0,0.0,0.0,1990.0,310.0,32550.0,28450.0,4.0
5009,0.0,0.0,0.0,0.0,600.0,0.0,0.0,1.0,0.0,0.0,600.0,140.0,3890.0,3410.0,1.0
5011,0.0,0.0,0.0,0.0,270.0,0.0,0.0,1.0,0.0,0.0,270.0,50.0,1100.0,950.0,1.0
5013,0.0,1.0,0.0,50.0,80.0,0.0,0.0,1.0,0.0,0.0,130.0,40.0,490.0,430.0,2.0
5015,0.0,1.0,0.0,20.0,390.0,0.0,0.0,1.0,0.0,0.0,410.0,70.0,2450.0,2050.0,2.0
5017,0.0,2.0,0.0,50.0,300.0,0.0,0.0,1.0,0.0,0.0,350.0,70.0,970.0,820.0,3.0
5019,0.0,0.0,0.0,0.0,510.0,0.0,0.0,1.0,0.0,0.0,510.0,120.0,3500.0,2910.0,1.0
5021,0.0,1.0,0.0,80.0,140.0,0.0,0.0,2.0,0.0,0.0,230.0,60.0,1440.0,1220.0,3.0
5023,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,450.0,100.0,2090.0,1760.0,1.0
5025,0.0,1.0,0.0,40.0,170.0,0.0,0.0,1.0,0.0,0.0,200.0,60.0,870.0,740.0,2.0
5027,0.0,0.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,0.0,720.0,160.0,3220.0,2700.0,1.0
5029,0.0,0.0,0.0,0.0,360.0,0.0,0.0,1.0,0.0,0.0,360.0,60.0,2030.0,1740.0,1.0
5031,0.0,3.0,0.0,90.0,1570.0,0.0,0.0,1.0,0.0,0.0,1660.0,270.0,14480.0,12620.0,4.0
5033,0.0,2.0,0.0,80.0,510.0,0.0,0.0,1.0,0.0,0.0,580.0,150.0,7060.0,6080.0,3.0
5035,0.0,2.0,0.0,130.0,1190.0,0.0,0.0,2.0,0.0,0.0,1320.0,300.0,6350.0,5510.0,4.0
5037,0.0,2.0,0.0,50.0,410.0,0.0,0.0,1.0,0.0,0.0,460.0,110.0,1810.0,1550.0,3.0
5039,0.0,0.0,0.0,0.0,310.0,0.0,0.0,1.0,0.0,0.0,310.0,80.0,680.0,560.0,1.0
5041,0.0,0.0,0.0,0.0,690.0,0.0,0.0,2.0,0.0,0.0,690.0,150.0,1240.0,1050.0,2.0
5043,0.0,1.0,0.0,20.0,310.0,0.0,0.0,1.0,0.0,0.0,330.0,80.0,2270.0,1910.0,2.0
5045,0.0,1.0,0.0,20.0,1240.0,0.0,0.0,2.0,0.0,0.0,1260.0,190.0,18650.0,16480.0,3.0
5047,0.0,0.0,0.0,0.0,310.0,0.0,0.0,1.0,0.0,0.0,310.0,70.0,1690.0,1430.0,1.0
5049,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.0,0.0,0.0,200.0,50.0,960.0,810.0,1.0
5051,0.0,0.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,0.0,960.0,180.0,10300.0,8980.0,1.0
5053,0.0,1.0,0.0,80.0,420.0,0.0,0.0,1.0,0.0,0.0,500.0,130.0,2030.0,1760.0,2.0
5055,0.0,1.0,0.0,80.0,670.0,0.0,0.0,1.0,0.0,0.0,760.0,180.0,5300.0,4610.0,2.0
5057,0.0,0.0,0.0,0.0,1010.0,0.0,0.0,1.0,0.0,0.0,1010.0,180.0,2250.0,1910.0,1.0
5059,0.0,0.0,0.0,0.0,430.0,0.0,0.0,1.0,0.0,0.0,430.0,80.0,3470.0,3050.0,1.0
5061,0.0,0.0,0.0,0.0,620.0,0.0,0.0,1.0,0.0,0.0,620.0,110.0,1390.0,1170.0,1.0
5063,0.0,1.0,0.0,40.0,1010.0,0.0,0.0,1.0,0.0,0.0,1050.0,220.0,4180.0,3550.0,2.0
5065,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.0,0.0,0.0,200.0,50.0,1020.0,850.0,1.0
5067,0.0,1.0,0.0,90.0,620.0,0.0,0.0,1.0,0.0,0.0,710.0,0.0,1870.0,1630.0,2.0
5069,0.0,3.0,0.0,110.0,1440.0,0.0,0.0,2.0,0.0,0.0,1550.0,420.0,8280.0,7080.0,5.0
5071,0.0,0.0,0.0,0.0,590.0,0.0,0.0,1.0,0.0,0.0,590.0,90.0,2780.0,2350.0,1.0
5073,0.0,0.0,0.0,0.0,180.0,0.0,0.0,1.0,0.0,0.0,180.0,50.0,630.0,530.0,1.0
5075,0.0,0.0,0.0,0.0,350.0,0.0,0.0,1.0,0.0,0.0,350.0,40.0,1750.0,1480.0,1.0
5077,0.0,1.0,0.0,30.0,190.0,0.0,0.0,1.0,0.0,0.0,220.0,50.0,760.0,640.0,2.0
5079,0.0,1.0,0.0,20.0,210.0,0.0,0.0,1.0,0.0,0.0,230.0,50.0,1090.0,930.0,2.0
5081,0.0,0.0,0.0,0.0,380.0,0.0,0.0,1.0,0.0,0.0,380.0,100.0,1310.0,1130.0,1.0
5083,0.0,1.0,0.0,20.0,640.0,0.0,0.0,2.0,0.0,0.0,660.0,180.0,2090.0,1790.0,3.0
5085,0.0,5.0,0.0,180.0,680.0,0.0,0.0,2.0,0.0,0.0,860.0,200.0,9020.0,7850.0,7.0
5087,0.0,1.0,0.0,20.0,270.0,0.0,0.0,1.0,0.0,0.0,290.0,70.0,1650.0,1400.0,2.0
5089,0.0,1.0,0.0,20.0,210.0,0.0,0.0,1.0,0.0,0.0,230.0,60.0,1240.0,1050.0,2.0
5091,0.0,0.0,0.0,0.0,1430.0,0.0,0.0,1.0,0.0,0.0,1430.0,280.0,5070.0,4410.0,1.0
5093,0.0,1.0,0.0,70.0,1560.0,0.0,0.0,2.0,0.0,0.0,1630.0,360.0,5270.0,4530.0,3.0
5095,0.0,2.0,0.0,90.0,240.0,0.0,0.0,1.0,0.0,0.0,330.0,80.0,720.0,600.0,3.0
5097,0.0,0.0,0.0,0.0,240.0,0.0,0.0,1.0,0.0,0.0,240.0,50.0,680.0,570.0,1.0
5099,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,780.0,670.0,1.0
51001,0.0,3.0,0.0,720.0,1820.0,0.0,0.0,1.0,0.0,0.0,2550.0,590.0,3010.0,2600.0,4.0
51003,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.0,13340.0,11150.0,1.0
51005,0.0,0.0,0.0,0.0,30.0,0.0,170.0,1.0,0.0,1.0,0.0,0.0,1400.0,1180.0,2.0
51007,0.0,2.0,0.0,80.0,120.0,0.0,0.0,1.0,0.0,0.0,210.0,70.0,1300.0,1130.0,3.0
51009,0.0,1.0,0.0,240.0,230.0,0.0,0.0,1.0,0.0,0.0,470.0,130.0,3490.0,3030.0,2.0
5101,0.0,2.0,0.0,40.0,140.0,0.0,0.0,1.0,0.0,0.0,180.0,40.0,690.0,580.0,3.0
51011,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,0.0,0.0,190.0,50.0,1680.0,1460.0,1.0
51013,0.0,0.0,0.0,0.0,2920.0,0.0,0.0,1.0,0.0,0.0,2920.0,390.0,40330.0,38380.0,1.0
51015,,,,,,,,,,,,,7360.0,6370.0,
51017,0.0,0.0,0.0,0.0,160.0,0.0,0.0,1.0,0.0,0.0,160.0,0.0,360.0,310.0,1.0
51019,0.0,1.0,0.0,240.0,320.0,0.0,0.0,1.0,0.0,0.0,560.0,140.0,7730.0,6610.0,2.0
51021,0.0,1.0,0.0,160.0,110.0,0.0,0.0,1.0,0.0,0.0,270.0,70.0,510.0,440.0,2.0
51023,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,80.0,10.0,3120.0,2650.0,1.0
51025,0.0,1.0,0.0,100.0,70.0,0.0,0.0,1.0,0.0,0.0,160.0,50.0,1420.0,1230.0,2.0
51027,0.0,3.0,0.0,40.0,470.0,0.0,0.0,1.0,0.0,0.0,510.0,150.0,1920.0,1640.0,4.0
51029,0.0,1.0,0.0,100.0,80.0,0.0,0.0,1.0,0.0,0.0,180.0,50.0,1570.0,1370.0,2.0
5103,0.0,0.0,0.0,0.0,620.0,0.0,0.0,1.0,0.0,0.0,620.0,120.0,2520.0,2200.0,1.0
51031,0.0,0.0,0.0,0.0,470.0,0.0,0.0,1.0,0.0,0.0,470.0,130.0,6290.0,5530.0,1.0
51033,0.0,1.0,0.0,100.0,120.0,0.0,0.0,1.0,0.0,0.0,220.0,40.0,3520.0,3130.0,2.0
51035,0.0,1.0,0.0,40.0,1010.0,0.0,0.0,1.0,0.0,0.0,1050.0,200.0,2610.0,2240.0,2.0
51036,0.0,1.0,0.0,100.0,90.0,0.0,0.0,1.0,0.0,0.0,190.0,40.0,660.0,600.0,2.0
51037,0.0,1.0,0.0,100.0,150.0,0.0,170.0,1.0,0.0,1.0,410.0,130.0,1080.0,900.0,3.0
51041,0.0,1.0,0.0,70.0,2170.0,0.0,0.0,1.0,0.0,0.0,2240.0,380.0,42240.0,36540.0,2.0
51043,0.0,0.0,0.0,0.0,150.0,0.0,0.0,1.0,0.0,0.0,150.0,40.0,1370.0,1150.0,1.0
51045,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,70.0,20.0,500.0,430.0,1.0
51047,0.0,0.0,0.0,0.0,830.0,0.0,0.0,1.0,0.0,0.0,830.0,40.0,5610.0,4870.0,1.0
51049,0.0,0.0,0.0,0.0,140.0,0.0,0.0,2.0,0.0,0.0,140.0,50.0,980.0,830.0,2.0
5105,0.0,1.0,0.0,10.0,120.0,0.0,0.0,1.0,0.0,0.0,130.0,30.0,1040.0,890.0,2.0
51051,0.0,1.0,0.0,10.0,340.0,0.0,0.0,1.0,0.0,0.0,350.0,130.0,1530.0,1320.0,2.0
51053,0.0,1.0,0.0,20.0,170.0,0.0,0.0,1.0,0.0,0.0,190.0,40.0,3230.0,2790.0,2.0
51057,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.0,0.0,0.0,200.0,40.0,1120.0,950.0,1.0
51059,,,,,,,,,,,,,144630.0,129090.0,
51061,0.0,0.0,0.0,0.0,860.0,0.0,0.0,1.0,0.0,0.0,860.0,60.0,7450.0,6390.0,1.0
51063,0.0,1.0,0.0,30.0,920.0,0.0,0.0,1.0,0.0,0.0,950.0,210.0,1500.0,1300.0,2.0
51065,0.0,0.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,0.0,120.0,20.0,3170.0,2800.0,1.0
51067,0.0,1.0,0.0,90.0,330.0,0.0,0.0,1.0,0.0,0.0,420.0,140.0,5590.0,4730.0,2.0
51069,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,1.0,0.0,0.0,1060.0,220.0,9520.0,8300.0,1.0
5107,0.0,1.0,0.0,70.0,720.0,0.0,0.0,1.0,0.0,0.0,790.0,170.0,2230.0,1890.0,2.0
51071,0.0,1.0,0.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,200.0,1740.0,1500.0,1.0
51073,0.0,0.0,0.0,0.0,270.0,0.0,0.0,1.0,0.0,0.0,270.0,80.0,3920.0,3430.0,1.0
51075,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,110.0,10.0,2140.0,1840.0,1.0
51077,0.0,0.0,0.0,0.0,380.0,0.0,0.0,1.0,0.0,0.0,380.0,100.0,1280.0,1090.0,1.0
51079,0.0,0.0,0.0,0.0,310.0,0.0,0.0,1.0,0.0,0.0,310.0,40.0,2090.0,1840.0,1.0
51081,,,,,,,,,,,,,830.0,700.0,
51083,0.0,0.0,0.0,0.0,290.0,0.0,0.0,1.0,0.0,0.0,290.0,40.0,3220.0,2730.0,1.0
51085,0.0,0.0,0.0,0.0,410.0,0.0,0.0,1.0,0.0,0.0,410.0,70.0,11250.0,9540.0,1.0
51087,0.0,2.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,42900.0,38370.0,2.0
51089,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,5030.0,4350.0,1.0
5109,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,0.0,0.0,300.0,60.0,1040.0,870.0,1.0
51091,0.0,1.0,0.0,10.0,50.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,150.0,130.0,2.0
51093,0.0,0.0,0.0,0.0,360.0,0.0,0.0,1.0,0.0,0.0,360.0,50.0,3800.0,3300.0,1.0
51095,,,,,,,,,,,,,7430.0,6450.0,
51097,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,80.0,20.0,610.0,530.0,1.0
51099,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,100.0,10.0,2810.0,2420.0,1.0
51101,0.0,1.0,0.0,100.0,100.0,0.0,0.0,1.0,0.0,0.0,200.0,50.0,1880.0,1650.0,2.0
51103,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,80.0,20.0,770.0,670.0,1.0
51105,0.0,4.0,0.0,60.0,290.0,0.0,0.0,1.0,0.0,0.0,350.0,80.0,2090.0,1790.0,5.0
51107,0.0,1.0,0.0,320.0,1380.0,0.0,0.0,1.0,0.0,0.0,1700.0,190.0,49790.0,43950.0,2.0
51109,0.0,1.0,0.0,100.0,360.0,0.0,0.0,1.0,0.0,0.0,460.0,80.0,3330.0,2910.0,2.0
5111,0.0,2.0,0.0,130.0,1440.0,0.0,0.0,3.0,0.0,0.0,1570.0,260.0,2760.0,2380.0,5.0
51111,0.0,1.0,0.0,60.0,210.0,0.0,0.0,1.0,0.0,0.0,270.0,50.0,1020.0,870.0,2.0
51113,0.0,0.0,0.0,0.0,150.0,0.0,0.0,1.0,0.0,0.0,150.0,20.0,1250.0,1060.0,1.0
51115,0.0,1.0,0.0,70.0,60.0,0.0,0.0,1.0,0.0,0.0,140.0,30.0,720.0,610.0,2.0
51117,0.0,1.0,0.0,60.0,220.0,0.0,0.0,1.0,0.0,0.0,280.0,50.0,2670.0,2260.0,2.0
51119,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,90.0,20.0,780.0,670.0,1.0
51121,1.0,1.0,640.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,300.0,15920.0,13690.0,2.0
51125,0.0,1.0,0.0,200.0,390.0,0.0,0.0,1.0,0.0,0.0,590.0,100.0,1320.0,1140.0,2.0
51127,0.0,0.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,0.0,120.0,20.0,2180.0,1900.0,1.0
5113,0.0,1.0,0.0,60.0,420.0,0.0,0.0,1.0,0.0,0.0,480.0,120.0,1790.0,1510.0,2.0
51131,0.0,2.0,0.0,480.0,760.0,0.0,0.0,1.0,0.0,0.0,1250.0,280.0,1020.0,890.0,3.0
51133,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,90.0,20.0,850.0,730.0,1.0
51135,0.0,0.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,0.0,170.0,40.0,1290.0,1090.0,1.0
51137,0.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,280.0,40.0,3460.0,2990.0,1.0
51139,0.0,0.0,0.0,0.0,550.0,0.0,0.0,1.0,0.0,0.0,550.0,200.0,2280.0,1990.0,1.0
51141,0.0,0.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,0.0,120.0,40.0,1420.0,1210.0,1.0
51143,0.0,1.0,0.0,60.0,640.0,0.0,0.0,1.0,0.0,0.0,700.0,110.0,5920.0,5060.0,2.0
51145,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,100.0,20.0,2700.0,2360.0,1.0
51147,0.0,1.0,0.0,100.0,400.0,0.0,0.0,1.0,0.0,0.0,500.0,90.0,3290.0,2590.0,2.0
51149,0.0,1.0,0.0,100.0,150.0,0.0,0.0,1.0,0.0,0.0,240.0,50.0,4190.0,3660.0,2.0
5115,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,1.0,0.0,0.0,1480.0,270.0,8170.0,6960.0,1.0
51153,0.0,2.0,0.0,600.0,800.0,0.0,0.0,1.0,0.0,0.0,1400.0,370.0,59830.0,52860.0,3.0
51155,0.0,0.0,0.0,0.0,920.0,0.0,0.0,1.0,0.0,0.0,920.0,200.0,3310.0,2890.0,1.0
51157,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,70.0,10.0,650.0,560.0,1.0
51159,0.0,1.0,0.0,70.0,1160.0,0.0,880.0,2.0,0.0,2.0,2110.0,200.0,660.0,570.0,5.0
51161,0.0,0.0,0.0,0.0,160.0,0.0,0.0,1.0,0.0,0.0,160.0,20.0,10160.0,8800.0,1.0
51163,,,,,,,,,,,,,1920.0,1650.0,
51165,,,,,,,,,,,,,8900.0,7610.0,
51167,0.0,1.0,0.0,10.0,410.0,0.0,0.0,1.0,0.0,0.0,420.0,120.0,2560.0,2200.0,2.0
51169,0.0,1.0,0.0,40.0,260.0,0.0,0.0,1.0,0.0,0.0,300.0,80.0,2090.0,1800.0,2.0
5117,0.0,2.0,0.0,20.0,80.0,0.0,0.0,1.0,0.0,0.0,100.0,30.0,730.0,630.0,3.0
51171,0.0,0.0,0.0,0.0,410.0,0.0,0.0,1.0,0.0,0.0,410.0,90.0,4130.0,3570.0,1.0
51173,0.0,1.0,0.0,30.0,1110.0,0.0,0.0,1.0,0.0,0.0,1140.0,300.0,3000.0,2580.0,2.0
51175,0.0,1.0,0.0,20.0,690.0,0.0,0.0,1.0,0.0,0.0,710.0,180.0,1630.0,1400.0,2.0
51177,0.0,0.0,0.0,0.0,390.0,0.0,0.0,1.0,0.0,0.0,390.0,30.0,15960.0,13890.0,1.0
51179,0.0,0.0,0.0,0.0,310.0,0.0,0.0,1.0,0.0,0.0,310.0,20.0,18030.0,15510.0,1.0
51181,0.0,1.0,0.0,30.0,90.0,0.0,0.0,1.0,0.0,0.0,130.0,30.0,610.0,510.0,2.0
